"시점","항목",총액,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,식품 및 산동물,음료 및 담배,음료 및 담배,음료 및 담배,비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),비식용 원재료(연료제외),광물성 연료 윤활유 및 관련물질,광물성 연료 윤활유 및 관련물질,광물성 연료 윤활유 및 관련물질,광물성 연료 윤활유 및 관련물질,광물성 연료 윤활유 및 관련물질,동식물성 유지 및 왁스,동식물성 유지 및 왁스,동식물성 유지 및 왁스,동식물성 유지 및 왁스,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,화학물 및 관련제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,재료별 제조제품,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기계 및 운수장비,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,기타 제조제품,달리분류되지 않은 상품 및 취급물,달리분류되지 않은 상품 및 취급물,달리분류되지 않은 상품 및 취급물,달리분류되지 않은 상품 및 취급물,달리분류되지 않은 상품 및 취급물
"시점","항목",소계,소계,중분류 03의 동물을 제외한 산 동물,고기 및 고기조제품,낙농품 및 새알,물고기갑각류 연체동물 및 수생무척추동물,곡식 및 곡식가공품,채소 및 과실,설탕설탕조제품 및 벌꿀,커피차코코아향신료 및 동제품,동물사료,기타 식용제품 및 조제품,소계,음료,담배 및 담배제품,소계,원피 및 모피,기름용씨 및 기름함유 열매,생고무(합성 및 재생고무 포함),콜크 및 나무,펄프 및 폐지,섬유 및 그 웨이스트,미가공 비료 및 미가공 광물,금속성 광석 및 금속 부스러기,달리 명시되지 않은 미가공 동식물성 물질,소계,석탄코크 및 연탄,석유석유제품 및 관련물질,천연가스 및 제조가스,전력,소계,동물성 유지,불휘발성 식물성기름조유정제 또는 분획된 것,달리 분류되지 않은 동식물성유지 처리한 것,소계,유기화학물,무기화학물,염료유연제 및 착색제,의약품 및 약제제품,정유 및 향료,비료,플라스틱(원료형태의 것),원료형태가 아닌 플라스틱,달리 명시되지 않은 화학물질 및 제품,소계,가죽제품 및 손질모피,달리 명시되지 않은 고무제품,코크 및 나무제품,종이판지 및 펄프,섬유사직물직물제품,달리 명시되지 않은  비금속광물,철 및 강,비철금속,달리 명시되지 않은 금속제품,소계,원동기기 및 설비,특수산업용 기계,금속공작용 기계,산업용 일반기계 및 장비,사무용 기계 및 자동자료 처리장치,통신 및 녹음기기, 전기기계장치와 기기,도로 주행 차량,기타 수송장비,소계,조립식건축물 달리 명시되지 않은 위생연관 및 부착물,가구 및 부분품;침대에트리스쿠션,여행용 핸드백 및 유사용기,의복제품 및 의복부속품,신발,달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,달리 분류되지 않은 잡제품,소계,종류에 따라 분류 할 수 없는 특수취급물,주화(금화 및 법화 제외),금(금광 및 그정광 제외),달리 분류되지 않은 상품 및 취급물
"2019. 03","수입액 (천달러)",41992349,2252421,3617,439266,77767,428977,355565,364307,90778,96335,201343,194467,133916,91249,42666,2418680,30607,87029,77654,155158,177456,74257,80954,1646872,88694,9799357,1008535,6963961,1826861,-,85267,6236,72992,6040,4566646,1130850,771171,219646,627017,239776,65354,454649,303861,754321,4322768,25703,138669,119202,189559,445421,420067,1297438,994499,692210,14299881,629823,1361715,146474,1339683,1381107,1868362,5418402,1549118,605196,4031509,58790,201986,230511,887420,294518,1128482,394063,835738,81905,-,75,74889,6941
"2019. 04","수출액 (천달러)",48781156,534677,546,6600,12303,168139,57094,59719,25977,22883,13327,168089,182666,79636,103031,562395,160,151,243521,1852,10156,148064,23175,75518,59799,4005161,88,3970015,35058,-,6409,901,4360,1148,6613502,1918789,366570,213904,441112,636070,30994,1914885,633590,457588,5958776,54525,434979,5411,247212,830949,275815,2203976,947836,958073,27888103,817235,2196099,319179,1921182,1191144,2576241,10413322,5502239,2951463,2938637,65811,98442,35502,166009,39689,1189131,491517,852537,90829,-,275,85008,5545
"2019. 04","수입액 (천달러)",45047164,2638364,8047,500916,93581,491872,420791,470892,98363,111908,242265,199728,115808,83793,32015,2406597,33280,62058,86708,164974,161170,75855,92063,1643692,86797,11158836,1162953,8047023,1948860,-,115872,6055,99798,10019,4666091,1202989,634584,240153,658058,243341,67736,455925,325419,837886,4792071,34035,149765,123749,184955,504437,477269,1456761,1078358,782743,14735442,609961,1802486,154174,1501531,1320929,1842476,5631405,1414365,458114,4347732,74768,248489,249571,833542,289132,1265631,447060,939539,70350,-,65,65035,5251
"2019. 05","수출액 (천달러)",45703948,485238,244,7321,12725,141400,37634,53379,26601,23007,16602,166325,178006,80923,97083,541136,144,142,218772,2460,7020,149224,22252,90921,50202,3646493,15,3610509,35969,-,5847,1485,3337,1024,6245594,1755900,423566,216091,315613,637193,29977,1805050,628247,433958,6144008,48259,412058,5144,258441,861876,274219,2244941,1031366,1007705,25277109,789056,2189010,300344,2018608,1222686,2367427,9532602,5592205,1265171,3105471,60927,95527,23689,194045,34951,1258715,505921,931696,75046,-,311,45518,29216
"2019. 05","수입액 (천달러)",43619667,2456815,5804,479269,84804,445543,430283,379537,93626,97564,232451,207934,124218,86731,37487,2558921,20517,98807,91002,163543,153683,67987,86224,1791424,85735,10814704,1267671,7818527,1728507,-,100021,7045,86734,6243,4309417,1115624,537676,218838,723283,214757,56892,453067,291080,698200,4457886,36706,142426,118278,176570,470647,445039,1355878,975149,737194,14538578,717850,1415632,132770,1503294,1366283,1867058,5820955,1303465,411272,4171275,75274,229698,223068,632343,250167,1115090,403376,1242257,87832,0,58,82475,5298
"2019. 06","수출액 (천달러)",44008404,464499,166,7176,10676,136982,35396,55629,23906,21558,17550,155460,157386,79500,77886,505620,68,120,214223,2105,5084,128067,20477,75735,59740,3129379,29,3103605,25745,-,5279,1146,1899,2235,5554013,1462609,401667,176100,363318,526312,25444,1590722,566413,441428,5645645,47008,394795,5595,241396,746302,265648,2174275,881714,888912,25462888,702462,1732816,264577,1826305,1156922,2399104,10127099,5198433,2055169,2998914,55447,83425,22136,170158,40096,1126474,477488,1023691,84779,-,122,68201,16456
"2019. 06","수입액 (천달러)",40104812,2031023,5861,374453,79568,370748,334547,290416,93949,101220,199731,180531,113447,86494,26954,2595652,18788,88411,83394,149106,127993,56311,84233,1908411,79006,10402604,1118649,7527994,1755961,-,96029,8392,80418,7218,4075425,1086401,559943,209065,599245,198089,51613,396176,296731,678161,4062194,29304,124874,105123,173480,431580,419415,1214790,919330,644298,13029334,568743,1374007,136861,1437453,1055222,1655850,5264845,1200614,335738,3616232,64540,205152,223189,686442,259423,1052311,394086,731089,82871,-,46,76463,6362
"2019. 07","수출액 (천달러)",46078221,504325,169,6952,10458,156261,37718,64057,28527,25011,18302,156868,154126,80934,73192,573367,138,116,227846,1756,5956,150807,24309,106240,56199,3676356,48,3651539,24769,-,4967,711,2776,1480,6335159,1817520,424242,199482,319768,569926,31083,1866465,648757,457916,6041133,54499,428264,5424,269312,805570,282774,2285746,950085,959460,25554873,844158,1989939,278729,1998004,901835,2615827,9788116,5549402,1588862,3169399,74875,91951,27557,169543,43218,1182907,518247,1061102,64515,-,528,56045,7942
"2019. 07","수입액 (천달러)",43762245,2389142,9373,508494,109398,467976,353536,322099,97812,107108,213391,199954,128512,88536,39976,2767145,29027,44796,96163,155605,160870,63936,88916,2040274,87557,10402844,1239886,7396637,1766321,-,108224,9774,90444,8006,4558239,1103813,617041,243305,774100,236372,37811,459808,344895,741094,4432794,40615,151352,109804,202437,478990,476015,1233741,965643,774195,14550144,605567,1087826,140669,1468574,1140995,1947280,5991133,1533934,634165,4347883,70334,228381,254283,1021307,269911,1154881,497543,851242,77319,-,170,71657,5492
"2019. 08","수출액 (천달러)",44020065,482869,155,7907,8926,128901,35012,69305,28226,24104,16929,163404,149485,77360,72125,534641,186,63,228800,2056,6416,131990,19183,104626,41321,3690385,11,3661060,29314,-,4723,1304,2429,991,6011341,1688852,424888,193234,309052,578849,23345,1743270,627842,422008,5448088,42464,343594,4758,242466,665908,272654,2135779,867698,872769,24463730,695512,1567080,261436,1600430,1004676,3009214,9967289,4477374,1880718,3183327,71360,82212,23203,136657,42319,1316874,490739,1019962,51475,-,52,42064,9360
"2019. 08","수입액 (천달러)",42457250,2183674,4339,506288,91610,435117,328147,256571,72500,95211,202491,191401,104800,76777,28023,2513540,12524,68617,92117,141833,127963,48341,76990,1856398,88757,11600535,1394629,8211780,1994127,-,119672,8087,106042,5543,4110847,982111,646872,233356,505487,233182,16674,432647,352119,708399,4019670,29843,132528,104200,169292,420428,423883,1123785,908085,707626,13315886,637441,1107235,139563,1173419,968016,1817335,5423974,1480122,568781,4365623,62614,226999,213312,1212320,247841,1100969,472960,828607,123003,0,110,115999,6894
"2019. 09","수출액 (천달러)",44629053,459258,605,7336,8114,107012,34214,68629,28234,22366,18431,164316,131696,62618,69078,525725,123,235,228745,1727,7510,130056,17706,96169,43454,3637923,32,3597100,40791,-,4902,1293,2385,1224,5889847,1583326,384159,193870,385270,625788,17312,1682092,613397,404632,5230180,42371,337302,4450,231550,656468,268163,2025294,824102,840481,25526011,700703,1563237,261047,1780649,1164105,3065599,10374749,4594854,2021069,3115128,71857,90795,21015,148692,36227,1145077,470991,1130475,108383,-,21,105383,2979
"2019. 09","수입액 (천달러)",38741473,1959243,5051,394713,74487,391675,309673,217708,95481,100994,184965,184497,94545,72331,22214,2199336,14705,77328,82892,118777,106411,37139,78681,1617825,65577,9059776,971313,6525034,1563430,-,106595,9804,90631,6160,4115670,985882,638813,220064,562088,210511,58233,406498,326007,707573,3912165,30397,134875,96755,172352,415793,405654,1138572,864262,653504,12677833,613187,1038857,124012,1200750,1024225,1776290,5434574,1211088,254851,4515839,63692,233053,219267,1326343,297018,1147234,447329,781905,100471,-,53,87904,12515
"2019. 10","수출액 (천달러)",46648756,550129,3111,6297,8346,192460,42906,76171,31502,24903,18389,146045,137310,66426,70884,509930,153,611,225219,2107,7191,137417,20310,78555,38368,3467854,66,3412235,55553,-,6373,808,2999,2566,6232588,1596985,430953,231876,403571,694315,24001,1773099,661300,416487,5690852,46027,371243,5416,256779,790237,290579,2007059,953929,969582,26574892,927470,1894047,282305,1782284,1043866,3142377,10103656,5498677,1900210,3412268,74851,99167,32353,170655,45468,1197906,470226,1321640,66561,-,28,59595,6938
"2019. 10","수입액 (천달러)",41396517,2218099,5252,418928,81192,437886,356758,267766,101189,118090,230717,200321,99190,67731,31459,2662309,15626,64704,80544,142341,129528,49753,76233,2015248,88333,9707693,1216683,6686477,1804532,-,105908,9843,86928,9137,4376091,1042021,743008,211762,654462,227525,29417,427689,314420,725788,4157851,29705,140002,102854,176592,450798,420627,1239130,916102,682041,13516391,622812,1119295,111646,1194792,1073772,2322409,5320749,1650985,99931,4430637,68350,239252,245922,1164537,279506,1116630,453181,863258,122349,-,67,109973,12309
"2019. 11","수출액 (천달러)",44040722,549444,204,8035,7969,181006,38579,86269,33251,26623,17382,150126,135000,63159,71841,467770,91,402,202413,1910,6148,119865,14327,85412,37203,3566800,3594,3520271,42936,-,7150,1054,3925,2170,5975696,1535677,452369,215909,384659,663642,21862,1650547,594903,456128,5386475,41568,319545,5821,231001,767939,274727,2001252,879542,865081,24622614,720235,2027352,289862,2145854,1048991,2627410,9361698,5417469,983742,3276738,58178,97895,23273,178530,41436,1140872,443918,1292637,53035,-,43,49454,3537
"2019. 11","수입액 (천달러)",40729215,2205021,5226,447484,78883,465688,318494,289184,89741,108008,203143,199169,110854,84132,26722,2290038,14126,65160,83268,129782,105414,52656,84477,1681876,73278,10402707,1025044,7324571,2053092,-,91802,7072,76986,7745,4203565,961728,673135,203426,678603,210931,46758,396376,326770,705836,4057176,27782,127056,105327,176812,439579,417895,1168624,866158,727944,13177829,590797,1057083,125409,1241832,968677,2024620,5259229,1285221,624961,4105638,70890,225759,242403,763647,235895,1153723,399776,1013545,84584,-,74,76084,8427
"2019. 12","수출액 (천달러)",45668341,573092,513,7751,7117,208192,38654,97711,27094,26603,19087,140369,136769,67715,69055,575857,62,592,232483,2208,8963,139113,13680,133864,44894,3422727,56,3375823,46848,-,6877,1443,3459,1975,6427382,1823985,475225,210582,401433,646359,36244,1750564,636554,446436,5780597,37177,362097,4793,247460,762557,274108,2227010,964886,900511,25355685,801058,2303752,328577,1997379,1093681,2538036,9448974,5399461,1444766,3347890,58394,94658,20847,163018,45361,1206096,466779,1292738,41464,-,15,36658,4791
"2019. 12","수입액 (천달러)",43687430,2407229,10367,377408,75511,557746,438483,303434,81653,119034,235744,207848,107292,81466,25826,2598590,13137,69105,72412,141139,119809,52975,89430,1957603,82981,11407050,1056427,7767071,2583552,-,96079,6334,82280,7465,4373591,1004776,628630,205886,752726,225008,36231,413962,344620,761753,4018683,32212,129257,114009,182259,442188,451205,997080,937618,732857,14216001,609059,1421146,136657,1319540,1123111,1572800,5636072,1811523,586093,4360141,80781,248857,268367,804490,278705,1314620,447600,916722,102773,20,63,100011,2678
