,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12
10,87250,92760,99780,99060,97836,94776,101061,86874,118716,118363,101487,127795,87219,96335,111908,97564,101220,107108,95211,100994,118090,108008,119034
